회사명 : (주) 슬림팩 / 2025/01/01  ~ 2025/12/31 ,,,,,,,,,,
일자-No.,품목명(규격),수량,단가,공급가액,부가세,합계,거래처명,창고명,프로젝트명,주문번호
2025/12/30 -5,브레이크 패드 - 1. 오토바이 KTET 브레이크패드 XRB-01 [기종=1. 오토바이 브레이크패드 XRB-01],4,"9,545","38,182","3,818","42,000",알톤자전거 서부산 직영점,본사창고-청담본점,대리점-XRB-온라인판매,20251229-0000096
2025/12/30 -5,메인 케이블 세트 - X200맥스/X100맥스/X200듀오/X200프로/터보프로/X100 프로,1,"38,182","38,182","3,818","42,000",알톤자전거 서부산 직영점,본사창고-청담본점,대리점-XRB-온라인판매,20251229-0000096
2025/12/30 -6,브레이크 패드 - 3. XOD 브레이크 패드 [기종=3. XOD 브레이크 패드],2,"13,636","27,273","2,727","30,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251230-0000039
2025/12/30 -6,체인 - X200프로/터보프로/X200/X200S고급/X200T [기종=X200프로/터보프로/X200/X200S고급/X200T],1,"13,636","13,636","1,364","15,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251230-0000039
2025/12/30 -6,체인 교체 / 페달 교체-공임,1,"9,091","9,091",909,"10,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251230-0000039
2025/12/30 -6,패드 교체-공임,2,"13,636","27,273","2,727","30,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251230-0000039
2025/12/31 -1,스프린터 Sprinter - 블랙 [색상=블랙],8,"654,545","5,236,364","523,636","5,760,000",바이시클스토리지,인천창고-위스테이블,대리점-NB-기타판매,20251231-0000016
2025/12/31 -1,스프린터 Sprinter - 어반 그레이 [색상=어반 그레이],2,"654,545","1,309,091","130,909","1,440,000",바이시클스토리지,인천창고-위스테이블,대리점-NB-기타판매,20251231-0000016
2025/12/31 -2,스프린터 Sprinter - 어반 그레이 [색상=어반 그레이],3,"654,545","1,963,636","196,364","2,160,000",에이벡,인천창고-위스테이블,대리점-NB-기타판매,20251231-0000024
2025/12/31 -2,스프린터 Sprinter - 블랙 [색상=블랙],2,"654,545","1,309,091","130,909","1,440,000",에이벡,인천창고-위스테이블,대리점-NB-기타판매,20251231-0000024
2025/12/31 -3,컬러 킥스탠드 블루 [색상=블루],1,"27,273","27,273","2,727","30,000",코디바이크,본사창고-청담본점,대리점-XRB-온라인판매,20251231-0000047
2025/12/31 -3,택배비,1,"5,000","4,545",455,"5,000",코디바이크,본사창고-청담본점,대리점-XRB-온라인판매,20251231-0000047
2025/12/31 -4,톨시트 블랙 - 프로 시리즈 / X200 시리즈,1,"109,091","109,091","10,909","120,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251231-0000012 이준안
2025/12/31 -5,52T 크랭크 세트,1,"36,364","36,364","3,636","40,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251230-0000059 안정훈
2025/12/31 -5,브레이크 패드 - 1. 오토바이 KTET 브레이크패드 XRB-01 [기종=1. 오토바이 브레이크패드 XRB-01],2,"13,636","27,273","2,727","30,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251230-0000059 안정훈
2025/12/31 -5,체인텐션 2개 세트 - 프로 시리즈 / X200 시리즈,1,"45,455","45,455","4,545","50,000",카페24-엑스라이더,본사창고-청담본점,일반-XRB-온라인판매,20251230-0000059 안정훈
2025/12/31 -6,52T 크랭크 세트,1,"36,364","36,364","3,636","40,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251231-0000053
2025/12/31 -6,점보 배터리 거치대(배터리 트레이) - 60V(터보프로/X200터보) [기종=60V(터보프로/X200터보)],1,"45,455","45,455","4,545","50,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251231-0000053
2025/12/31 -6,브레이크 패드 - 1. 오토바이 KTET 브레이크패드 XRB-01 [기종=1. 오토바이 브레이크패드 XRB-01],2,"13,636","27,273","2,727","30,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251231-0000053
2025/12/31 -6,페달 세트,1,"22,727","22,727","2,273","25,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251231-0000053
2025/12/31 -6,기본점검-공임,1,"27,273","27,273","2,727","30,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251231-0000053
2025/12/31 -6,크랭크세트 교체-공임,1,"18,182","18,182","1,818","20,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251231-0000053
2025/12/31 -6,패드 교체-공임,2,"13,636","27,273","2,727","30,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251231-0000053
2025/12/31 -6,기본점검-공임,1,"27,273","27,273","2,727","30,000",AS-엑스라이더,본사창고-청담본점,AS-XRB,20251231-0000053
2025/12/31 -7,라이클 25년 12월 정산,1,"204,000","204,000","20,400","224,400",주식회사 라이클컴퍼니,본사창고-청담본점,일반-XRB-온라인판매,
